feature	isolate	nearest_gene	nearest_te	scaffold
atg2003	MNH120	1048	403	scaffold_293
atg2004	MNH120	855	152	scaffold_293
atg2005	MNH120	855	2744	scaffold_293
atg2006	MNH120	277	2472	scaffold_293
atg2007	MNH120	277	397	scaffold_293
atg2008	MNH120	2424	48	scaffold_293
atg2009	MNH120	1619	1593	scaffold_293
atg2010	MNH120	404	2287	scaffold_293
atg2011	MNH120	182	85	scaffold_293
atg2012	MNH120	182	267	scaffold_293
atg2013	MNH120	342	1971	scaffold_293
atg2014	MNH120	342	2245	scaffold_293
atg2015	MNH120	506	206	scaffold_293
atg2016	MNH120	160	563	scaffold_293
atg2017	MNH120	160	1410	scaffold_293
atg2018	MNH120	63	3304	scaffold_293
atg2019	MNH120	63	2991	scaffold_293
atg2020	MNH120	756	444	scaffold_293
atg2021	MNH120	500	337	scaffold_293
atg2022	MNH120	124	2639	scaffold_293
atg2023	MNH120	124	3413	scaffold_293
atg2024	MNH120	61	2723	scaffold_293
atg2025	MNH120	61	2161	scaffold_293
atg2026	MNH120	2959	431	scaffold_293
atg2027	MNH120	1136	3312	scaffold_293
atg2028	MNH120	656	664	scaffold_293
atg2029	MNH120	259	8	scaffold_293
atg2030	MNH120	259	10	scaffold_293
atg5778	MNH120	852	898	scaffold_772
atg5779	MNH120	852	2597	scaffold_772
atg5780	MNH120	780	2968	scaffold_772
atg5781	MNH120	282	728	scaffold_772
atg5782	MNH120	282	1010	scaffold_772
atg5783	MNH120	512	1617	scaffold_772
atg5784	MNH120	737	2423	scaffold_772
atg5785	MNH120	839	4062	scaffold_772
atg5786	MNH120	427	5470	scaffold_772
atg5787	MNH120	427	4218	scaffold_772
atg5788	MNH120	265	916	scaffold_772
atg5789	MNH120	265	177	scaffold_772
atg1106	MNH120	1362	317	scaffold_163
atg1107	MNH120	1362	135	scaffold_163
atg4520	MNH120	744	50	scaffold_671
atg4521	MNH120	341	1	scaffold_671
atg4522	MNH120	197	33	scaffold_671
atg4523	MNH120	197	7	scaffold_671
atg4524	MNH120	269	219	scaffold_671
atg4525	MNH120	269	24	scaffold_671
atg4526	MNH120	381	5	scaffold_671
atg4527	MNH120	381	11	scaffold_671
atg4528	MNH120	1268	101	scaffold_671
atg4529	MNH120	1223	79	scaffold_671
atg4530	MNH120	57	1	scaffold_671
atg4531	MNH120	57	7	scaffold_671
atg4532	MNH120	222	72	scaffold_671
atg10026	MNH120	51	6555	scaffold_973
atg10027	MNH120	51	5356	scaffold_973
atg10028	MNH120	29	4309	scaffold_973
atg10029	MNH120	29	3698	scaffold_973
atg10030	MNH120	3623	55	scaffold_973
atg2775	MNH120	1630	28	scaffold_435
atg2776	MNH120	1630	65	scaffold_435
atg2777	MNH120	2083	11	scaffold_435
atg2778	MNH120	2157	36	scaffold_435
atg2779	MNH120	752	22	scaffold_435
atg2780	MNH120	752	3	scaffold_435
atg2781	MNH120	1365	139	scaffold_435
atg2782	MNH120	526	8	scaffold_435
atg2783	MNH120	526	51	scaffold_435
atg2784	MNH120	859	2	scaffold_435
atg2785	MNH120	832	3	scaffold_435
atg2786	MNH120	453	68	scaffold_435
atg2787	MNH120	362	85	scaffold_435
atg2788	MNH120	362	12	scaffold_435
atg2789	MNH120	983	24	scaffold_435
atg2790	MNH120	370	15	scaffold_435
atg2791	MNH120	370	243	scaffold_435
atg2792	MNH120	190	117	scaffold_435
atg2793	MNH120	190	1	scaffold_435
atg2794	MNH120	541	18	scaffold_435
atg2795	MNH120	927	11	scaffold_435
atg2796	MNH120	221	1	scaffold_435
atg2797	MNH120	221	48	scaffold_435
atg2798	MNH120	963	10	scaffold_435
atg2799	MNH120	963	39	scaffold_435
atg2800	MNH120	3666	109	scaffold_435
atg2801	MNH120	3523	41	scaffold_435
atg2802	MNH120	132	4	scaffold_435
atg2803	MNH120	132	25	scaffold_435
atg2804	MNH120	957	15	scaffold_435
atg2805	MNH120	1152	145	scaffold_435
atg2806	MNH120	677	6	scaffold_435
atg2807	MNH120	677	62	scaffold_435
atg2808	MNH120	213	157	scaffold_435
atg2809	MNH120	213	4	scaffold_435
atg2810	MNH120	3271	306	scaffold_435
atg2811	MNH120	1017	76	scaffold_435
atg2812	MNH120	1017	177	scaffold_435
atg2813	MNH120	53	51	scaffold_435
atg2814	MNH120	53	47	scaffold_435
atg4944	MNH120	823	1	scaffold_662
atg4945	MNH120	378	2	scaffold_662
atg4946	MNH120	41	146	scaffold_662
atg4947	MNH120	41	11	scaffold_662
atg4948	MNH120	124	6	scaffold_662
atg4949	MNH120	124	103	scaffold_662
atg4950	MNH120	1159	29	scaffold_662
atg4951	MNH120	152	2	scaffold_662
atg4952	MNH120	152	126	scaffold_662
atg4953	MNH120	366	71	scaffold_662
atg4954	MNH120	366	32	scaffold_662
atg4955	MNH120	1059	41	scaffold_662
atg4956	MNH120	1098	46	scaffold_662
atg4957	MNH120	1344	4	scaffold_662
atg4958	MNH120	1085	5	scaffold_662
atg4959	MNH120	1085	393	scaffold_662
atg4960	MNH120	811	135	scaffold_662
atg4961	MNH120	389	7	scaffold_662
atg4962	MNH120	389	20	scaffold_662
atg4963	MNH120	3806	10	scaffold_662
atg4964	MNH120	1253	109	scaffold_662
atg4965	MNH120	1227	12	scaffold_662
atg4966	MNH120	90	352	scaffold_662
atg4967	MNH120	90	16	scaffold_662
atg4968	MNH120	1429	24	scaffold_662
atg4969	MNH120	375	1	scaffold_662
atg4970	MNH120	375	1	scaffold_662
atg4971	MNH120	1557	29	scaffold_662
atg4972	MNH120	1557	1	scaffold_662
atg4973	MNH120	606	3	scaffold_662
atg4974	MNH120	606	72	scaffold_662
atg4975	MNH120	505	223	scaffold_662
atg4976	MNH120	140	90	scaffold_662
atg4977	MNH120	140	28	scaffold_662
atg4978	MNH120	358	47	scaffold_662
atg4979	MNH120	234	96	scaffold_662
atg4980	MNH120	234	48	scaffold_662
atg4981	MNH120	294	230	scaffold_662
atg4982	MNH120	294	1	scaffold_662
atg4983	MNH120	1297	37	scaffold_662
atg4984	MNH120	1209	33	scaffold_662
atg4985	MNH120	637	12	scaffold_662
atg4986	MNH120	489	178	scaffold_662
atg4987	MNH120	489	84	scaffold_662
atg4988	MNH120	1869	75	scaffold_662
atg4989	MNH120	802	18	scaffold_662
atg4990	MNH120	802	5	scaffold_662
atg4991	MNH120	854	4	scaffold_662
atg4992	MNH120	854	100	scaffold_662
atg4993	MNH120	872	4	scaffold_662
atg4994	MNH120	703	6	scaffold_662
atg4995	MNH120	703	10	scaffold_662
atg4996	MNH120	186	41	scaffold_662
atg4997	MNH120	186	122	scaffold_662
atg4998	MNH120	1226	56	scaffold_662
atg4999	MNH120	203	383	scaffold_662
atg5000	MNH120	203	952	scaffold_662
atg5001	MNH120	225	7078	scaffold_662
atg5002	MNH120	225	7696	scaffold_662
atg5003	MNH120	777	11482	scaffold_662
atg5004	MNH120	777	13481	scaffold_662
atg5005	MNH120	603	15313	scaffold_662
atg5006	MNH120	335	19478	scaffold_662
atg5007	MNH120	335	18935	scaffold_662
atg5008	MNH120	587	16868	scaffold_662
atg5009	MNH120	587	15408	scaffold_662
atg5010	MNH120	849	13431	scaffold_662
atg5011	MNH120	1233	10170	scaffold_662
atg5012	MNH120	379	6272	scaffold_662
atg5013	MNH120	379	3939	scaffold_662
atg5014	MNH120	71	2758	scaffold_662
atg5015	MNH120	71	421	scaffold_662
atg535	MNH120	543	114	scaffold_41
atg536	MNH120	543	31	scaffold_41
atg537	MNH120	711	3	scaffold_41
atg538	MNH120	511	20	scaffold_41
atg539	MNH120	511	10	scaffold_41
atg540	MNH120	565	2	scaffold_41
atg541	MNH120	239	83	scaffold_41
atg542	MNH120	239	8	scaffold_41
atg543	MNH120	973	19	scaffold_41
atg544	MNH120	421	19	scaffold_41
atg545	MNH120	421	12	scaffold_41
atg546	MNH120	471	51	scaffold_41
atg547	MNH120	471	20	scaffold_41
atg548	MNH120	334	67	scaffold_41
atg549	MNH120	334	94	scaffold_41
atg550	MNH120	1210	9	scaffold_41
atg551	MNH120	1210	25	scaffold_41
atg552	MNH120	1554	30	scaffold_41
atg553	MNH120	824	72	scaffold_41
atg554	MNH120	679	1	scaffold_41
atg555	MNH120	679	85	scaffold_41
atg556	MNH120	538	4	scaffold_41
atg557	MNH120	538	29	scaffold_41
atg558	MNH120	97	52	scaffold_41
atg559	MNH120	97	8	scaffold_41
atg560	MNH120	361	3	scaffold_41
atg561	MNH120	361	205	scaffold_41
atg562	MNH120	591	67	scaffold_41
atg563	MNH120	591	255	scaffold_41
atg564	MNH120	115	91	scaffold_41
atg565	MNH120	115	85	scaffold_41
atg566	MNH120	392	2	scaffold_41
atg567	MNH120	392	16	scaffold_41
atg568	MNH120	624	57	scaffold_41
atg569	MNH120	624	14	scaffold_41
atg570	MNH120	706	55	scaffold_41
atg571	MNH120	371	8	scaffold_41
atg572	MNH120	371	110	scaffold_41
atg573	MNH120	458	3	scaffold_41
atg574	MNH120	458	24	scaffold_41
atg575	MNH120	1062	57	scaffold_41
atg576	MNH120	679	26	scaffold_41
atg577	MNH120	679	79	scaffold_41
atg578	MNH120	55	77	scaffold_41
atg579	MNH120	55	52	scaffold_41
atg580	MNH120	1032	3	scaffold_41
atg581	MNH120	1926	29	scaffold_41
atg582	MNH120	587	23	scaffold_41
atg583	MNH120	67	60	scaffold_41
atg584	MNH120	67	7	scaffold_41
atg585	MNH120	459	42	scaffold_41
atg586	MNH120	459	69	scaffold_41
atg7725	MNH120	1144	297	scaffold_888
atg7726	MNH120	861	3470	scaffold_888
atg7727	MNH120	861	9207	scaffold_888
atg7728	MNH120	1344	11418	scaffold_888
atg7729	MNH120	677	14578	scaffold_888
atg7730	MNH120	677	14967	scaffold_888
atg7731	MNH120	711	12000	scaffold_888
atg7732	MNH120	574	9107	scaffold_888
atg7733	MNH120	574	7179	scaffold_888
atg7734	MNH120	417	4886	scaffold_888
atg7735	MNH120	417	3052	scaffold_888
atg7736	MNH120	849	142	scaffold_888
atg7737	MNH120	6358	72	scaffold_888
atg7738	MNH120	6358	173	scaffold_888
atg7739	MNH120	2013	114	scaffold_888
atg7740	MNH120	1434	2570	scaffold_888
atg7741	MNH120	1434	6046	scaffold_888
atg7742	MNH120	1901	8538	scaffold_888
atg7743	MNH120	1048	9441	scaffold_888
atg7744	MNH120	1048	6617	scaffold_888
atg7745	MNH120	468	2135	scaffold_888
atg7746	MNH120	468	822	scaffold_888
atg7747	MNH120	322	113	scaffold_888
atg7748	MNH120	322	2147	scaffold_888
atg7749	MNH120	658	2957	scaffold_888
atg7750	MNH120	658	283	scaffold_888
atg7751	MNH120	1157	210	scaffold_888
atg7752	MNH120	1157	1717	scaffold_888
atg7753	MNH120	4415	69	scaffold_888
atg6139	MNH120	1218	296	scaffold_820
atg6140	MNH120	755	77	scaffold_820
atg6141	MNH120	487	308	scaffold_820
atg6142	MNH120	487	88	scaffold_820
atg6143	MNH120	91	734	scaffold_820
atg6144	MNH120	91	643	scaffold_820
atg6145	MNH120	840	2737	scaffold_820
atg6146	MNH120	840	3680	scaffold_820
atg6147	MNH120	1464	12	scaffold_820
atg6148	MNH120	1464	9	scaffold_820
atg6149	MNH120	263	2965	scaffold_820
atg6150	MNH120	263	4718	scaffold_820
atg6151	MNH120	81	6874	scaffold_820
atg6152	MNH120	81	7228	scaffold_820
atg6153	MNH120	634	12178	scaffold_820
atg6154	MNH120	634	13216	scaffold_820
atg6155	MNH120	1015	9895	scaffold_820
atg6156	MNH120	1015	6427	scaffold_820
atg6157	MNH120	384	2741	scaffold_820
atg6158	MNH120	384	636	scaffold_820
atg6159	MNH120	896	230	scaffold_820
atg6160	MNH120	896	1505	scaffold_820
atg6161	MNH120	753	3289	scaffold_820
atg6162	MNH120	753	4853	scaffold_820
atg6163	MNH120	112	2877	scaffold_820
atg6164	MNH120	86	2280	scaffold_820
atg6165	MNH120	86	759	scaffold_820
atg6166	MNH120	965	1544	scaffold_820
atg6167	MNH120	965	40	scaffold_820
atg6168	MNH120	1201	20	scaffold_820
atg6169	MNH120	1201	1181	scaffold_820
atg6170	MNH120	450	3232	scaffold_820
atg6171	MNH120	450	537	scaffold_820
atg7364	MNH120	1109	13678	scaffold_897
atg7365	MNH120	1011	10472	scaffold_897
atg7366	MNH120	266	7644	scaffold_897
atg7367	MNH120	266	6322	scaffold_897
atg7368	MNH120	38	4674	scaffold_897
atg7369	MNH120	38	3801	scaffold_897
atg7370	MNH120	106	1253	scaffold_897
atg7371	MNH120	1142	2251	scaffold_897
atg7372	MNH120	547	6275	scaffold_897
atg7373	MNH120	547	8173	scaffold_897
atg7374	MNH120	486	13824	scaffold_897
atg7375	MNH120	486	14609	scaffold_897
atg7376	MNH120	722	10112	scaffold_897
atg7377	MNH120	722	8503	scaffold_897
atg7378	MNH120	916	2430	scaffold_897
atg7379	MNH120	916	62	scaffold_897
atg7380	MNH120	3410	422	scaffold_897
atg7381	MNH120	554	87	scaffold_897
atg7382	MNH120	554	1831	scaffold_897
atg7383	MNH120	431	3790	scaffold_897
atg7384	MNH120	431	7440	scaffold_897
atg7385	MNH120	596	10025	scaffold_897
atg7386	MNH120	641	12805	scaffold_897
atg7387	MNH120	341	11000	scaffold_897
atg7388	MNH120	341	9147	scaffold_897
atg5607	MNH120	971	9705	scaffold_748
atg5608	MNH120	324	9581	scaffold_748
atg5609	MNH120	324	7687	scaffold_748
atg5610	MNH120	903	4495	scaffold_748
atg5611	MNH120	791	2721	scaffold_748
atg5612	MNH120	791	379	scaffold_748
atg5613	MNH120	200	1416	scaffold_748
atg5614	MNH120	200	2239	scaffold_748
atg5615	MNH120	334	3368	scaffold_748
atg5616	MNH120	614	6430	scaffold_748
atg5617	MNH120	433	2224	scaffold_748
atg5618	MNH120	433	413	scaffold_748
atg5619	MNH120	7920	90	scaffold_748
atg10906	MNH120	13119	465	scaffold_987
atg10907	MNH120	1869	2156	scaffold_987
atg10908	MNH120	89	7025	scaffold_987
atg10909	MNH120	89	7519	scaffold_987
atg10910	MNH120	117	9013	scaffold_987
atg10911	MNH120	86	8916	scaffold_987
atg10912	MNH120	86	8197	scaffold_987
atg10913	MNH120	264	5177	scaffold_987
atg10914	MNH120	220	4404	scaffold_987
atg10915	MNH120	220	3728	scaffold_987
atg10916	MNH120	1461	149	scaffold_987
atg10917	MNH120	1195	686	scaffold_987
atg10918	MNH120	1195	2613	scaffold_987
atg10919	MNH120	2464	1893	scaffold_987
atg10920	MNH120	6271	89	scaffold_987
atg10921	MNH120	292	451	scaffold_987
atg10922	MNH120	292	1924	scaffold_987
atg10923	MNH120	353	386	scaffold_987
atg10924	MNH120	306	33	scaffold_987
atg10925	MNH120	306	1057	scaffold_987
atg10926	MNH120	451	1632	scaffold_987
atg10927	MNH120	451	162	scaffold_987
atg10928	MNH120	593	127	scaffold_987
atg10929	MNH120	593	438	scaffold_987
atg10930	MNH120	328	1034	scaffold_987
atg10931	MNH120	162	3337	scaffold_987
atg10932	MNH120	162	2912	scaffold_987
atg10933	MNH120	1060	212	scaffold_987
atg10934	MNH120	34	48	scaffold_987
atg10935	MNH120	34	2547	scaffold_987
atg10936	MNH120	541	3475	scaffold_987
atg10937	MNH120	947	3486	scaffold_987
atg10938	MNH120	947	579	scaffold_987
atg10939	MNH120	1278	766	scaffold_987
atg10940	MNH120	1223	4300	scaffold_987
atg10941	MNH120	62	6683	scaffold_987
atg10942	MNH120	62	8867	scaffold_987
atg10943	MNH120	450	12786	scaffold_987
atg10944	MNH120	450	13864	scaffold_987
atg10945	MNH120	1051	15239	scaffold_987
atg10946	MNH120	1808	9315	scaffold_987
atg10947	MNH120	3005	2773	scaffold_987
atg10948	MNH120	3005	148	scaffold_987
atg10949	MNH120	803	864	scaffold_987
atg10950	MNH120	803	670	scaffold_987
atg10951	MNH120	421	946	scaffold_987
atg10952	MNH120	421	1970	scaffold_987
atg10953	MNH120	782	2994	scaffold_987
atg10954	MNH120	1086	309	scaffold_987
atg10955	MNH120	195	563	scaffold_987
atg10956	MNH120	195	338	scaffold_987
atg10957	MNH120	2843	277	scaffold_987
atg10958	MNH120	1541	4698	scaffold_987
atg10959	MNH120	1541	9430	scaffold_987
atg10960	MNH120	1023	13177	scaffold_987
atg10961	MNH120	1023	10386	scaffold_987
atg10962	MNH120	1663	8090	scaffold_987
atg10963	MNH120	307	4547	scaffold_987
atg10964	MNH120	307	2736	scaffold_987
atg10965	MNH120	1827	199	scaffold_987
atg10966	MNH120	2271	97	scaffold_987
atg10967	MNH120	2970	1676	scaffold_987
atg10968	MNH120	740	2897	scaffold_987
atg10969	MNH120	584	1333	scaffold_987
atg10970	MNH120	584	98	scaffold_987
atg10971	MNH120	232	525	scaffold_987
atg10972	MNH120	232	1972	scaffold_987
atg10973	MNH120	395	3860	scaffold_987
atg10974	MNH120	395	1790	scaffold_987
atg10975	MNH120	256	1027	scaffold_987
atg10976	MNH120	256	2900	scaffold_987
atg10977	MNH120	214	2592	scaffold_987
atg10978	MNH120	214	1511	scaffold_987
atg10979	MNH120	200	319	scaffold_987
atg10980	MNH120	200	558	scaffold_987
atg10981	MNH120	652	2287	scaffold_987
atg10982	MNH120	802	4639	scaffold_987
atg10983	MNH120	3900	90	scaffold_987
atg10984	MNH120	1432	28	scaffold_987
atg10985	MNH120	297	2886	scaffold_987
atg10986	MNH120	297	2699	scaffold_987
atg10987	MNH120	2079	269	scaffold_987
atg10988	MNH120	1603	322	scaffold_987
atg10989	MNH120	499	1146	scaffold_987
atg10990	MNH120	499	3017	scaffold_987
atg10991	MNH120	930	3603	scaffold_987
atg10992	MNH120	326	1785	scaffold_987
atg10993	MNH120	326	43	scaffold_987
atg10994	MNH120	187	73	scaffold_987
atg10995	MNH120	187	260	scaffold_987
atg10996	MNH120	878	88	scaffold_987
atg10997	MNH120	878	1623	scaffold_987
atg10998	MNH120	380	6609	scaffold_987
atg10999	MNH120	246	8432	scaffold_987
atg11000	MNH120	246	9537	scaffold_987
atg11001	MNH120	258	12981	scaffold_987
atg11002	MNH120	160	13863	scaffold_987
atg11003	MNH120	160	16389	scaffold_987
atg11004	MNH120	744	18542	scaffold_987
atg11005	MNH120	744	20355	scaffold_987
atg11006	MNH120	908	20520	scaffold_987
atg11007	MNH120	41	18702	scaffold_987
atg11008	MNH120	41	17847	scaffold_987
atg11009	MNH120	1287	15538	scaffold_987
atg11010	MNH120	164	12476	scaffold_987
atg11011	MNH120	164	12072	scaffold_987
atg11012	MNH120	278	11380	scaffold_987
atg11013	MNH120	308	8964	scaffold_987
atg11014	MNH120	661	6849	scaffold_987
atg11015	MNH120	661	5098	scaffold_987
atg11016	MNH120	588	2388	scaffold_987
atg11017	MNH120	588	1019	scaffold_987
atg367	MNH120	727	1	scaffold_63
atg368	MNH120	722	83	scaffold_63
atg369	MNH120	197	5	scaffold_63
atg370	MNH120	197	52	scaffold_63
atg371	MNH120	265	110	scaffold_63
atg372	MNH120	265	38	scaffold_63
atg373	MNH120	79	3	scaffold_63
atg374	MNH120	79	1	scaffold_63
atg375	MNH120	869	1	scaffold_63
atg376	MNH120	218	9	scaffold_63
atg377	MNH120	218	26	scaffold_63
atg378	MNH120	581	7	scaffold_63
atg379	MNH120	232	322	scaffold_63
atg380	MNH120	232	298	scaffold_63
atg381	MNH120	356	28	scaffold_63
atg382	MNH120	4880	110	scaffold_63
atg383	MNH120	109	17	scaffold_63
atg384	MNH120	109	6	scaffold_63
atg385	MNH120	700	2	scaffold_63
atg386	MNH120	700	55	scaffold_63
atg387	MNH120	109	1	scaffold_63
atg388	MNH120	109	63	scaffold_63
atg389	MNH120	1387	115	scaffold_63
atg390	MNH120	1261	70	scaffold_63
atg391	MNH120	1261	91	scaffold_63
atg392	MNH120	2359	1	scaffold_63
atg393	MNH120	1030	25	scaffold_63
atg394	MNH120	1030	63	scaffold_63
atg395	MNH120	774	32	scaffold_63
atg396	MNH120	142	98	scaffold_63
atg397	MNH120	142	355	scaffold_63
atg398	MNH120	568	91	scaffold_63
atg399	MNH120	229	128	scaffold_63
atg400	MNH120	229	53	scaffold_63
atg401	MNH120	1087	10	scaffold_63
atg402	MNH120	2598	11	scaffold_63
atg403	MNH120	952	5	scaffold_63
atg404	MNH120	952	9	scaffold_63
atg405	MNH120	512	3	scaffold_63
atg406	MNH120	512	1	scaffold_63
atg407	MNH120	1995	42	scaffold_63
atg408	MNH120	297	2	scaffold_63
atg409	MNH120	297	47	scaffold_63
atg410	MNH120	787	2	scaffold_63
atg411	MNH120	25	59	scaffold_63
atg412	MNH120	25	28	scaffold_63
atg413	MNH120	203	63	scaffold_63
atg414	MNH120	203	11	scaffold_63
atg415	MNH120	909	27	scaffold_63
atg416	MNH120	2047	20	scaffold_63
atg417	MNH120	1439	46	scaffold_63
atg418	MNH120	1439	18	scaffold_63
atg419	MNH120	2050	22	scaffold_63
atg420	MNH120	1389	21	scaffold_63
atg421	MNH120	675	63	scaffold_63
atg422	MNH120	675	111	scaffold_63
atg423	MNH120	1082	53	scaffold_63
atg10282	MNH120	871	14	scaffold_981
atg10283	MNH120	810	20	scaffold_981
atg10284	MNH120	392	1	scaffold_981
atg10285	MNH120	392	148	scaffold_981
atg10286	MNH120	408	88	scaffold_981
atg10287	MNH120	327	4	scaffold_981
atg10288	MNH120	327	78	scaffold_981
atg10289	MNH120	969	72	scaffold_981
atg10290	MNH120	1942	7	scaffold_981
atg10291	MNH120	127	20	scaffold_981
atg10292	MNH120	102	80	scaffold_981
atg10293	MNH120	102	32	scaffold_981
atg10294	MNH120	733	27	scaffold_981
atg10295	MNH120	940	41	scaffold_981
atg10296	MNH120	940	9	scaffold_981
atg10297	MNH120	297	11	scaffold_981
atg10298	MNH120	80	9	scaffold_981
atg10299	MNH120	80	69	scaffold_981
atg10300	MNH120	177	1	scaffold_981
atg10301	MNH120	1516	39	scaffold_981
atg10302	MNH120	2000	44	scaffold_981
atg10303	MNH120	378	13	scaffold_981
atg10304	MNH120	378	230	scaffold_981
atg10305	MNH120	1337	6	scaffold_981
atg10306	MNH120	395	23	scaffold_981
atg10307	MNH120	149	123	scaffold_981
atg10308	MNH120	149	12	scaffold_981
atg10309	MNH120	2561	5	scaffold_981
atg10310	MNH120	812	5	scaffold_981
atg10311	MNH120	812	8	scaffold_981
atg10312	MNH120	802	22	scaffold_981
atg10313	MNH120	802	45	scaffold_981
atg10314	MNH120	1720	167	scaffold_981
atg10315	MNH120	1063	34	scaffold_981
atg10316	MNH120	1063	104	scaffold_981
atg10317	MNH120	1340	170	scaffold_981
atg10318	MNH120	921	136	scaffold_981
atg10319	MNH120	523	1	scaffold_981
atg10320	MNH120	523	72	scaffold_981
atg10321	MNH120	908	23	scaffold_981
atg10322	MNH120	1800	7	scaffold_981
atg10323	MNH120	68	10	scaffold_981
atg10324	MNH120	68	35	scaffold_981
atg10325	MNH120	532	61	scaffold_981
atg10326	MNH120	667	13	scaffold_981
atg10327	MNH120	701	129	scaffold_981
atg10328	MNH120	615	20	scaffold_981
atg10329	MNH120	615	47	scaffold_981
atg10330	MNH120	1128	14	scaffold_981
atg10331	MNH120	383	50	scaffold_981
atg10332	MNH120	116	287	scaffold_981
atg10333	MNH120	116	134	scaffold_981
atg10334	MNH120	1057	2	scaffold_981
atg10335	MNH120	1130	147	scaffold_981
atg10336	MNH120	507	11	scaffold_981
atg10337	MNH120	507	2	scaffold_981
atg10338	MNH120	710	36	scaffold_981
atg10339	MNH120	743	1	scaffold_981
atg10340	MNH120	134	1	scaffold_981
atg10341	MNH120	134	20	scaffold_981
atg10342	MNH120	662	1	scaffold_981
atg10343	MNH120	225	17	scaffold_981
atg10344	MNH120	225	70	scaffold_981
atg16	MNH120	435	589	scaffold_2
atg17	MNH120	290	154	scaffold_2
atg18	MNH120	290	564	scaffold_2
atg283	MNH120	83	56	scaffold_32
atg284	MNH120	83	14	scaffold_32
atg285	MNH120	531	10	scaffold_32
atg286	MNH120	811	11	scaffold_32
atg287	MNH120	371	2	scaffold_32
atg288	MNH120	371	19	scaffold_32
atg289	MNH120	442	76	scaffold_32
atg290	MNH120	193	1	scaffold_32
atg291	MNH120	193	24	scaffold_32
atg292	MNH120	422	8	scaffold_32
atg293	MNH120	422	53	scaffold_32
atg294	MNH120	458	533	scaffold_32
atg295	MNH120	72	46	scaffold_32
atg296	MNH120	72	4	scaffold_32
atg297	MNH120	63	1	scaffold_32
atg298	MNH120	63	162	scaffold_32
atg299	MNH120	1508	100	scaffold_32
atg300	MNH120	1584	114	scaffold_32
atg301	MNH120	312	129	scaffold_32
atg302	MNH120	312	10	scaffold_32
atg303	MNH120	1287	12	scaffold_32
atg304	MNH120	860	2	scaffold_32
atg305	MNH120	68	80	scaffold_32
atg306	MNH120	68	15	scaffold_32
atg307	MNH120	85	5	scaffold_32
atg308	MNH120	71	30	scaffold_32
atg309	MNH120	71	218	scaffold_32
atg310	MNH120	73	73	scaffold_32
atg311	MNH120	285	54	scaffold_32
atg312	MNH120	285	30	scaffold_32
atg313	MNH120	542	189	scaffold_32
atg314	MNH120	637	12	scaffold_32
atg315	MNH120	2183	4	scaffold_32
atg316	MNH120	1521	17	scaffold_32
atg317	MNH120	62	3	scaffold_32
atg318	MNH120	62	4	scaffold_32
atg319	MNH120	370	51	scaffold_32
atg320	MNH120	144	45	scaffold_32
atg321	MNH120	144	1	scaffold_32
atg322	MNH120	1418	52	scaffold_32
atg323	MNH120	1418	72	scaffold_32
atg324	MNH120	207	5	scaffold_32
atg325	MNH120	207	5	scaffold_32
atg326	MNH120	704	90	scaffold_32
atg327	MNH120	550	14	scaffold_32
atg328	MNH120	550	7	scaffold_32
atg329	MNH120	1945	22	scaffold_32
atg330	MNH120	10669	12	scaffold_32
atg8184	MNH120	712	22	scaffold_839
atg8185	MNH120	149	690	scaffold_839
atg8186	MNH120	149	2190	scaffold_839
atg8187	MNH120	3542	5	scaffold_839
atg8188	MNH120	1185	1586	scaffold_839
atg8189	MNH120	1185	4339	scaffold_839
atg8190	MNH120	14	10542	scaffold_839
atg8191	MNH120	14	11487	scaffold_839
atg8192	MNH120	545	12514	scaffold_839
atg8193	MNH120	479	10141	scaffold_839
atg8194	MNH120	479	8119	scaffold_839
atg8195	MNH120	229	6747	scaffold_839
atg8196	MNH120	114	6275	scaffold_839
atg8197	MNH120	114	4306	scaffold_839
atg8198	MNH120	577	3103	scaffold_839
atg8199	MNH120	1359	676	scaffold_839
atg8200	MNH120	1359	2379	scaffold_839
atg8201	MNH120	164	9	scaffold_839
atg8202	MNH120	164	715	scaffold_839
atg8203	MNH120	1838	6577	scaffold_839
atg8204	MNH120	655	8799	scaffold_839
atg8205	MNH120	424	9228	scaffold_839
atg8206	MNH120	424	6987	scaffold_839
atg8207	MNH120	47	5761	scaffold_839
atg8208	MNH120	47	5349	scaffold_839
atg8209	MNH120	246	4755	scaffold_839
atg8210	MNH120	498	3459	scaffold_839
atg8211	MNH120	2019	48	scaffold_839
atg8212	MNH120	720	649	scaffold_839
atg8213	MNH120	560	2119	scaffold_839
atg8214	MNH120	560	3402	scaffold_839
atg8215	MNH120	144	1988	scaffold_839
atg8216	MNH120	144	1351	scaffold_839
atg8217	MNH120	159	816	scaffold_839
atg8218	MNH120	1787	926	scaffold_839
atg8219	MNH120	2365	4996	scaffold_839
atg8220	MNH120	253	1792	scaffold_839
atg8221	MNH120	253	2510	scaffold_839
atg8222	MNH120	605	4033	scaffold_839
atg8223	MNH120	645	3328	scaffold_839
atg8224	MNH120	650	666	scaffold_839
atg8225	MNH120	1027	948	scaffold_839
atg8226	MNH120	1027	794	scaffold_839
atg8227	MNH120	611	1140	scaffold_839
atg8228	MNH120	611	425	scaffold_839
atg8229	MNH120	571	94	scaffold_839
atg8230	MNH120	571	282	scaffold_839
atg8231	MNH120	945	19	scaffold_839
