isolate	length	scaffold
USR5	27322	NODE_3063_length_27277_cov_15.580489
USR5	142895	NODE_11033_length_143044_cov_16.701708
USR5	167576	NODE_2091_length_167653_cov_16.331041
USR5	274560	NODE_15661_length_274859_cov_15.267960
USR5	239931	NODE_38615_length_240048_cov_16.672882
USR5	257989	NODE_40303_length_257818_cov_15.128463
USR5	233961	NODE_19798_length_234123_cov_16.444317
USR5	152783	NODE_9172_length_153017_cov_16.102661
USR5	132602	NODE_10175_length_132758_cov_15.715151
USR5	220908	NODE_6779_length_220792_cov_15.493890
USR5	94529	NODE_12875_length_94555_cov_15.576553
USR5	64056	NODE_18300_length_64167_cov_17.253994
USR5	122141	NODE_7077_length_122348_cov_16.009457
USR5	112797	NODE_12705_length_112923_cov_15.797977
USR5	354487	NODE_23117_length_355085_cov_14.920782
USR5	77782	NODE_5027_length_77708_cov_15.609306
USR5	59787	NODE_18368_length_59676_cov_15.604833
USR5	165427	NODE_14686_length_165770_cov_15.137057
USR5	264006	NODE_22795_length_264217_cov_15.347052
USR5	17077	NODE_2527_length_17105_cov_15.743642
USR5	208872	NODE_28016_length_209132_cov_15.513685
USR5	489347	NODE_29256_length_489710_cov_15.369988
USR5	161298	NODE_19656_length_161395_cov_15.639562
USR5	46073	NODE_34256_length_46191_cov_14.258341
USR5	390011	NODE_14566_length_390256_cov_16.124886
USR5	162347	NODE_21223_length_162683_cov_15.220724
USR5	394446	NODE_16512_length_395134_cov_15.306119
USR5	316832	NODE_46822_length_317069_cov_15.485481
USR5	160470	NODE_20021_length_160357_cov_15.300043
USR5	25222	NODE_2307_length_25112_cov_17.608274
USR5	184234	NODE_13590_length_184528_cov_15.267526
USR5	234548	NODE_39052_length_234259_cov_15.360690
USR5	229705	NODE_11764_length_229780_cov_15.333449
USR5	607980	NODE_50623_length_609063_cov_15.314867
USR5	178687	NODE_35163_length_178744_cov_15.110494
USR5	648685	NODE_3184_length_649810_cov_15.690530
USR5	63029	NODE_25892_length_63134_cov_15.778281
USR5	47123	NODE_7763_length_47066_cov_14.411444
USR5	146878	NODE_22598_length_146927_cov_15.739912
USR5	299486	NODE_31240_length_299966_cov_15.629742
USR5	290329	NODE_35298_length_290798_cov_15.808317
USR5	605022	NODE_35582_length_606476_cov_15.460932
USR5	316835	NODE_34200_length_317989_cov_15.338989
USR5	80815	NODE_4215_length_81077_cov_16.302366
USR5	147636	NODE_35167_length_148056_cov_15.562537
USR5	441202	NODE_22048_length_441325_cov_15.160168
USR5	180514	NODE_18475_length_180683_cov_15.759120
USR5	148733	NODE_30069_length_149314_cov_16.285894
USR5	40586	NODE_13929_length_40576_cov_16.825735
USR5	138259	NODE_28019_length_138300_cov_15.628713
USR5	346890	NODE_34383_length_347353_cov_15.559584
USR5	249135	NODE_46452_length_249155_cov_15.405053
USR5	59448	NODE_2444_length_59338_cov_15.425191
USR5	796579	NODE_22563_length_797694_cov_15.401700
USR5	112539	NODE_29762_length_112722_cov_15.510300
USR5	314044	NODE_29824_length_314188_cov_15.229305
USR5	77915	NODE_22890_length_78037_cov_15.623512
USR5	34425	NODE_41217_length_34249_cov_14.518760
USR5	106716	NODE_36200_length_107001_cov_15.177120
USR5	76548	NODE_28695_length_77030_cov_13.826470
USR5	98176	NODE_13885_length_98313_cov_15.388331
USR5	1425	NODE_7594_length_1315_cov_9.777186
USR5	196769	NODE_33445_length_197062_cov_15.589175
USR5	78711	NODE_15588_length_78667_cov_17.299274
USR5	132981	NODE_43880_length_133205_cov_15.795886
USR5	171575	NODE_10130_length_171610_cov_15.266983
USR5	56649	NODE_15754_length_56473_cov_15.703646
USR5	430679	NODE_43817_length_430784_cov_14.973873
USR5	192669	NODE_46860_length_193099_cov_15.183419
USR5	64752	NODE_30807_length_64874_cov_14.781900
USR5	308103	NODE_35303_length_308575_cov_16.262266
USR5	29461	NODE_23098_length_29489_cov_15.024484
USR5	400613	NODE_31140_length_401502_cov_14.905071
USR5	135380	NODE_13090_length_135291_cov_15.100739
USR5	418616	NODE_26973_length_419615_cov_15.345565
USR5	391300	NODE_42457_length_392730_cov_15.148300
USR5	245893	NODE_34142_length_246233_cov_15.964972
USR5	21821	NODE_26112_length_21804_cov_14.527197
USR5	90916	NODE_8383_length_91203_cov_14.925923
USR5	141254	NODE_14088_length_141397_cov_14.997935
USR5	178401	NODE_22882_length_178721_cov_17.423862
USR5	118267	NODE_29736_length_118328_cov_15.393517
USR5	71154	NODE_17641_length_71070_cov_15.473899
USR5	242130	NODE_10343_length_242430_cov_15.876500
USR5	41622	NODE_36206_length_41734_cov_13.755571
USR5	312716	NODE_46621_length_313769_cov_15.355274
USR5	81489	NODE_17074_length_81422_cov_17.606544
USR5	124470	NODE_22946_length_124618_cov_16.666605
USR5	43967	NODE_1593_length_43857_cov_14.860205
USR5	672398	NODE_55988_length_674215_cov_15.252375
USR5	173189	NODE_22927_length_173466_cov_15.534906
USR5	10014	NODE_9041_length_9956_cov_15.108578
USR5	295032	NODE_38766_length_294944_cov_15.367605
USR5	428885	NODE_1634_length_429740_cov_15.378666
USR5	301696	NODE_32690_length_302290_cov_15.070889
USR5	220310	NODE_21634_length_221047_cov_15.264704
USR5	221198	NODE_8349_length_221199_cov_15.480341
USR5	2932	NODE_806_length_2822_cov_565.303345
USR5	605305	NODE_22633_length_605792_cov_15.499046
USR5	76742	NODE_13623_length_76621_cov_16.503674
USR5	36500	NODE_360_length_36390_cov_15.744545
USR5	13562	NODE_5685_length_13447_cov_16.532536
USR5	102788	NODE_23923_length_102812_cov_15.214353
USR5	84396	NODE_13353_length_84340_cov_15.386970
USR5	98412	NODE_23311_length_99431_cov_14.480886
USR5	165889	NODE_13139_length_166068_cov_17.765150
USR5	120974	NODE_40212_length_120930_cov_15.925693
USR5	111889	NODE_12039_length_111779_cov_15.758443
USR5	538421	NODE_22824_length_538896_cov_15.662910
USR5	138669	NODE_34897_length_139161_cov_15.456586
USR5	270968	NODE_22694_length_271712_cov_15.284511
USR5	258664	NODE_15038_length_258903_cov_15.266714
USR5	435735	NODE_20419_length_436947_cov_15.355041
USR5	82272	NODE_495_length_82389_cov_15.530107
USR5	297270	NODE_6330_length_297849_cov_15.595244
USR5	374296	NODE_27073_length_374586_cov_15.433455
USR5	102772	NODE_25447_length_102668_cov_15.007666
USR5	105334	NODE_8693_length_105509_cov_15.237951
USR5	89503	NODE_45703_length_89380_cov_15.559768
USR5	193797	NODE_20033_length_194470_cov_14.621787
USR5	230551	NODE_35713_length_231229_cov_15.409408
USR5	112260	NODE_3217_length_112688_cov_15.328296
USR5	159227	NODE_19966_length_159195_cov_15.251214
USR5	560718	NODE_5235_length_561774_cov_15.450592
USR5	113922	NODE_22429_length_114138_cov_15.363279
USR5	332664	NODE_6412_length_333247_cov_15.458294
USR5	240982	NODE_22403_length_241160_cov_15.164870
USR5	197679	NODE_38786_length_198363_cov_14.627466
USR5	99752	NODE_22492_length_99923_cov_15.145302
USR5	41209	NODE_18997_length_41237_cov_14.570191
USR5	36723	NODE_17465_length_36626_cov_15.138017
USR5	132451	NODE_1783_length_132539_cov_14.884842
USR5	677363	NODE_28648_length_678472_cov_15.424673
USR5	21689	NODE_22831_length_21579_cov_15.857593
USR5	83874	NODE_18035_length_83950_cov_15.106075
USR5	99962	NODE_21921_length_100126_cov_15.395561
USR5	15655	NODE_14011_length_15606_cov_14.997116
USR5	349946	NODE_34490_length_350292_cov_15.254725
USR5	497490	NODE_18537_length_498167_cov_15.333541
USR5	250013	NODE_22419_length_250436_cov_15.639692
USR5	333985	NODE_24351_length_334433_cov_15.288578
USR5	236882	NODE_33942_length_237312_cov_15.386419
USR5	189844	NODE_20474_length_190250_cov_15.710250
USR5	27409	NODE_97_length_27473_cov_15.619445
USR5	99690	NODE_41444_length_99981_cov_15.202619
USR5	547047	NODE_25761_length_547590_cov_15.454941
USR5	402938	NODE_1244_length_403046_cov_15.021714
USR5	31911	NODE_9467_length_31930_cov_16.244911
USR5	39841	NODE_16252_length_39880_cov_15.981194
USR5	562848	NODE_24249_length_563273_cov_15.373430
USR5	1010721	NODE_36202_length_1012105_cov_15.245671
USR5	198954	NODE_17336_length_199310_cov_15.807139
USR5	258935	NODE_24001_length_258994_cov_15.416059
USR5	56567	NODE_28175_length_56580_cov_15.025486
USR5	426946	NODE_41167_length_427656_cov_15.510172
USR5	188811	NODE_29864_length_189034_cov_15.359274
USR5	555197	NODE_36048_length_556445_cov_15.378397
USR5	137475	NODE_30330_length_137731_cov_15.283792
USR5	191491	NODE_32926_length_191881_cov_14.997071
USR5	309085	NODE_22002_length_309205_cov_15.425498
USR5	105813	NODE_34296_length_106704_cov_14.371148
USR5	156080	NODE_23257_length_156261_cov_15.128618
USR5	987080	NODE_21506_length_988644_cov_15.408582
USR5	112777	NODE_16094_length_112677_cov_15.947221
USR5	149025	NODE_22782_length_149320_cov_16.731228
USR5	720	NODE_311_length_610_cov_551.293457
USR5	250267	NODE_41881_length_250381_cov_15.007685
USR5	385600	NODE_31300_length_386683_cov_15.705091
USR5	245725	NODE_13293_length_246510_cov_15.694487
USR5	448455	NODE_44688_length_449712_cov_15.210979
USR5	161300	NODE_16828_length_161407_cov_15.246421
USR5	247451	NODE_962_length_247492_cov_15.558632
USR5	49753	NODE_19373_length_49733_cov_16.588663
USR5	75627	NODE_9571_length_75517_cov_15.779930
USR5	112103	NODE_16505_length_112091_cov_15.630479
USR5	273556	NODE_48525_length_273652_cov_15.129208
USR5	135401	NODE_36278_length_136392_cov_14.529166
USR5	159469	NODE_45412_length_159451_cov_15.639168
USR5	69027	NODE_39652_length_69161_cov_15.935860
USR5	100693	NODE_34195_length_101070_cov_14.948907
USR5	1484	NODE_14104_length_1374_cov_11.117176
USR5	377782	NODE_30675_length_378359_cov_15.090927
USR5	190358	NODE_9655_length_190685_cov_16.147421
USR5	244140	NODE_33251_length_244998_cov_15.127597
USR5	261720	NODE_29915_length_262185_cov_15.744982
USR5	224894	NODE_40652_length_225784_cov_15.221566
USR5	265818	NODE_28725_length_266476_cov_15.330398
USR5	71566	NODE_13550_length_71787_cov_15.682449
USR5	263622	NODE_41956_length_264177_cov_15.901865
USR5	164365	NODE_23369_length_164564_cov_15.095002
USR5	334548	NODE_30450_length_334937_cov_15.533467
USR5	94377	NODE_13994_length_94572_cov_16.790159
USR5	104372	NODE_7962_length_104724_cov_15.533822
I61A	244224	NODE_11935_length_245650_cov_9.562711
I61A	39206	NODE_11171_length_39473_cov_8.768095
I61A	522127	NODE_27521_length_524606_cov_9.420609
I61A	36239	NODE_18101_length_36172_cov_9.591452
I61A	313613	NODE_1584_length_315167_cov_9.598086
I61A	84813	NODE_1869_length_85069_cov_9.557795
I61A	154013	NODE_14601_length_154516_cov_9.515895
I61A	190604	NODE_16606_length_191677_cov_9.417306
I61A	93771	NODE_17029_length_94295_cov_9.373074
I61A	132054	NODE_15978_length_132149_cov_9.817880
I61A	237643	NODE_11042_length_238816_cov_9.570531
I61A	97506	NODE_9950_length_97988_cov_9.856687
I61A	43539	NODE_794_length_43704_cov_9.387081
I61A	42979	NODE_11081_length_43335_cov_8.896365
I61A	57207	NODE_7192_length_57550_cov_8.928115
I61A	62984	NODE_24677_length_63155_cov_9.013570
I61A	28002	NODE_10061_length_27993_cov_9.616405
I61A	104692	NODE_22640_length_105330_cov_9.218665
I61A	46610	NODE_11174_length_46841_cov_9.591362
I61A	96901	NODE_15641_length_96891_cov_9.397994
I61A	120231	NODE_7916_length_120614_cov_9.718574
I61A	34357	NODE_8333_length_34258_cov_10.068159
I61A	62404	NODE_4170_length_62366_cov_10.189527
I61A	120676	NODE_17728_length_121206_cov_8.867887
I61A	108703	NODE_12544_length_109364_cov_9.284435
I61A	209716	NODE_15624_length_210625_cov_9.570298
I61A	101690	NODE_20371_length_102204_cov_9.519989
I61A	19195	NODE_10206_length_19496_cov_9.747025
I61A	47122	NODE_898_length_47891_cov_8.348145
I61A	34306	NODE_9797_length_34455_cov_9.552808
I61A	145983	NODE_10262_length_146443_cov_9.736095
I61A	253362	NODE_17529_length_254902_cov_9.277804
I61A	85098	NODE_14364_length_85343_cov_9.161782
I61A	149123	NODE_23391_length_149721_cov_9.826143
I61A	332779	NODE_10929_length_334593_cov_9.381392
I61A	144851	NODE_28939_length_145029_cov_9.464458
I61A	25492	NODE_15636_length_25442_cov_9.399064
I61A	97131	NODE_10047_length_97561_cov_9.268150
I61A	70936	NODE_652_length_71232_cov_9.759097
I61A	12671	NODE_7468_length_12553_cov_10.641360
I61A	185100	NODE_174_length_185795_cov_9.489308
I61A	387011	NODE_29899_length_388669_cov_9.668224
I61A	106448	NODE_6253_length_106881_cov_9.466416
I61A	82608	NODE_27429_length_82959_cov_9.409648
I61A	41273	NODE_15801_length_41275_cov_8.981102
I61A	258692	NODE_16887_length_259967_cov_9.411545
I61A	57846	NODE_27744_length_57951_cov_9.695588
I61A	277790	NODE_17611_length_280535_cov_8.732657
I61A	86041	NODE_7705_length_86262_cov_9.432902
I61A	60199	NODE_17519_length_60530_cov_9.352304
I61A	53985	NODE_10188_length_54164_cov_8.122591
I61A	53694	NODE_5873_length_53775_cov_9.775677
I61A	251473	NODE_22483_length_253203_cov_9.392641
I61A	125323	NODE_21554_length_125687_cov_9.558395
I61A	57548	NODE_20662_length_58019_cov_9.481256
I61A	16797	NODE_8626_length_16791_cov_9.740873
I61A	43340	NODE_6220_length_43415_cov_9.780582
I61A	136048	NODE_1701_length_136800_cov_9.842200
I61A	127640	NODE_16949_length_128298_cov_9.885454
I61A	95578	NODE_9179_length_95839_cov_9.574078
I61A	90104	NODE_21195_length_90748_cov_9.497355
I61A	139526	NODE_22815_length_140104_cov_9.185306
I61A	51967	NODE_7404_length_52149_cov_10.208825
I61A	175338	NODE_27342_length_176548_cov_9.285151
I61A	31669	NODE_10872_length_31675_cov_9.614933
I61A	111561	NODE_17571_length_112239_cov_9.544125
I61A	115603	NODE_7775_length_116222_cov_9.372709
I61A	8159	NODE_6053_length_8041_cov_10.084069
I61A	17942	NODE_11045_length_17923_cov_9.042683
I61A	3257	NODE_41_length_3139_cov_269.149719
I61A	137422	NODE_19627_length_138071_cov_9.062265
I61A	397368	NODE_8242_length_399206_cov_9.963805
I61A	61595	NODE_10931_length_61731_cov_9.290292
I61A	308192	NODE_863_length_309776_cov_9.540149
I61A	73031	NODE_10392_length_73264_cov_9.404523
I61A	183071	NODE_18381_length_184215_cov_9.468729
I61A	147480	NODE_16705_length_148475_cov_9.450864
I61A	33317	NODE_9793_length_33490_cov_9.430964
I61A	139601	NODE_10858_length_140184_cov_9.500492
I61A	66010	NODE_10466_length_66240_cov_8.866742
I61A	180951	NODE_3457_length_181131_cov_9.533437
I61A	243287	NODE_15269_length_244243_cov_9.536433
I61A	24296	NODE_10970_length_24562_cov_8.354653
I61A	67742	NODE_10021_length_67875_cov_9.164302
I61A	88905	NODE_20900_length_89297_cov_8.750417
I61A	59799	NODE_10930_length_59763_cov_9.676873
I61A	1005	NODE_218_length_887_cov_711.484802
I61A	5712	NODE_8844_length_5591_cov_9.409765
I61A	133923	NODE_11113_length_134683_cov_9.703162
I61A	181592	NODE_3083_length_182168_cov_9.646628
I61A	76758	NODE_22508_length_76996_cov_9.957296
I61A	182175	NODE_22850_length_183019_cov_9.622805
I61A	95089	NODE_9101_length_95358_cov_9.219437
I61A	226024	NODE_4296_length_227193_cov_9.303046
I61A	56601	NODE_1139_length_56821_cov_9.674223
I61A	28925	NODE_8786_length_28873_cov_9.527413
I61A	41488	NODE_16853_length_41356_cov_9.483703
I61A	78199	NODE_37652_length_78678_cov_9.378302
I61A	242515	NODE_17685_length_244235_cov_9.058948
I61A	73562	NODE_16617_length_73939_cov_9.406917
I61A	52218	NODE_17069_length_52361_cov_10.112565
I61A	48471	NODE_10236_length_48511_cov_9.229927
I61A	478450	NODE_12875_length_480944_cov_9.469924
I61A	188985	NODE_21321_length_189681_cov_9.636653
I61A	67732	NODE_20727_length_68096_cov_8.999736
I61A	132973	NODE_5776_length_133642_cov_9.331812
I61A	307909	NODE_18368_length_309875_cov_9.405050
I61A	231739	NODE_4165_length_232872_cov_9.539571
I61A	68387	NODE_9700_length_68734_cov_9.453429
I61A	49229	NODE_279_length_49111_cov_10.020484
I61A	460260	NODE_6230_length_462760_cov_9.382758
I61A	289286	NODE_21215_length_290604_cov_9.421732
I61A	8929	NODE_651_length_8808_cov_11.607970
I61A	225323	NODE_14834_length_225905_cov_9.483575
I61A	266507	NODE_23721_length_267222_cov_9.261647
I61A	115267	NODE_23822_length_115733_cov_9.329716
I61A	157576	NODE_12214_length_158558_cov_9.543959
I61A	137340	NODE_13859_length_137819_cov_9.232080
I61A	51574	NODE_9850_length_51665_cov_10.391851
I61A	91922	NODE_18230_length_92071_cov_9.132767
I61A	167442	NODE_9641_length_168199_cov_9.683339
I61A	184554	NODE_8666_length_185488_cov_9.168642
I61A	66332	NODE_10022_length_66708_cov_9.620166
I61A	92133	NODE_9347_length_92463_cov_9.582438
I61A	133783	NODE_4489_length_134651_cov_9.106253
I61A	32888	NODE_3098_length_32858_cov_11.039625
I61A	186885	NODE_22658_length_187947_cov_9.319207
I61A	42220	NODE_19303_length_42384_cov_9.261962
I61A	135815	NODE_9831_length_136576_cov_9.634936
I61A	112952	NODE_12058_length_113587_cov_9.760378
I61A	258803	NODE_21352_length_260489_cov_8.932695
I61A	207865	NODE_16724_length_208868_cov_8.909904
I61A	73793	NODE_29457_length_74188_cov_9.336551
I61A	72057	NODE_20147_length_72689_cov_9.397612
I61A	226935	NODE_16221_length_228091_cov_9.352377
I61A	152083	NODE_8848_length_152759_cov_9.481268
I61A	29291	NODE_8670_length_29293_cov_10.460896
I61A	203140	NODE_27656_length_204169_cov_9.479264
I61A	521639	NODE_10362_length_525035_cov_9.357170
I61A	93685	NODE_1135_length_93819_cov_9.390827
I61A	38594	NODE_18040_length_38554_cov_9.508015
I61A	154500	NODE_8272_length_155828_cov_8.917216
I61A	75257	NODE_10644_length_75778_cov_9.119072
I61A	49072	NODE_16124_length_49080_cov_9.572657
I61A	47212	NODE_10219_length_47323_cov_9.683093
I61A	354859	NODE_29134_length_356085_cov_9.814087
I61A	224808	NODE_16691_length_225808_cov_9.163170
I61A	26106	NODE_13149_length_26063_cov_10.018033
I61A	163022	NODE_8045_length_163603_cov_9.577661
I61A	159447	NODE_3302_length_160198_cov_9.426584
I61A	839	NODE_571_length_721_cov_237.350906
I61A	589673	NODE_18245_length_593642_cov_9.340889
I61A	95306	NODE_2073_length_95722_cov_9.629354
I61A	24549	NODE_12405_length_24889_cov_9.305035
I61A	170955	NODE_4203_length_171472_cov_9.755324
I61A	304023	NODE_17579_length_305291_cov_9.781029
I61A	108823	NODE_29997_length_109416_cov_8.841147
I61A	153226	NODE_2305_length_153830_cov_9.984561
I61A	86526	NODE_28805_length_86817_cov_9.675605
I61A	351885	NODE_22619_length_353512_cov_9.483970
I61A	160774	NODE_16189_length_161594_cov_9.721822
I61A	47333	NODE_10620_length_47455_cov_9.359203
I61A	103939	NODE_1028_length_104339_cov_9.974410
I61A	100473	NODE_8953_length_100820_cov_9.869401
I61A	20909	NODE_30003_length_20876_cov_8.882113
I61A	115559	NODE_16524_length_115940_cov_9.601967
I61A	4528	NODE_222_length_4410_cov_270.084137
I61A	13810	NODE_16801_length_13658_cov_9.572045
I61A	82645	NODE_733_length_83123_cov_9.375311
I61A	92867	NODE_28597_length_93128_cov_9.475657
I61A	59436	NODE_9056_length_60187_cov_9.858441
I61A	116851	NODE_18016_length_117531_cov_8.564574
I61A	52660	NODE_10700_length_52961_cov_9.677688
I61A	258962	NODE_17501_length_259987_cov_9.795040
I61A	197050	NODE_22730_length_198091_cov_8.824531
I61A	390261	NODE_20104_length_392242_cov_9.251355
I61A	107993	NODE_16140_length_108359_cov_9.425825
I61A	197799	NODE_23673_length_198570_cov_9.576875
I61A	170890	NODE_16549_length_171736_cov_9.877923
I61A	388491	NODE_42607_length_390365_cov_9.205126
I61A	109516	NODE_17425_length_110117_cov_9.266390
I61A	133621	NODE_17954_length_133911_cov_9.315276
I61A	99690	NODE_8576_length_100070_cov_9.286630
I61A	309064	NODE_20984_length_310350_cov_9.531191
I61A	25760	NODE_12010_length_25885_cov_9.886111
I61A	39712	NODE_17021_length_39703_cov_9.846989
I61A	61778	NODE_14836_length_62292_cov_10.090766
I61A	111918	NODE_9417_length_112597_cov_9.223985
I61A	81976	NODE_23437_length_82524_cov_9.582485
I61A	164474	NODE_17495_length_165417_cov_9.656402
I61A	25011	NODE_11841_length_25017_cov_8.355518
I61A	201214	NODE_34739_length_202264_cov_9.381942
I61A	94355	NODE_16587_length_94977_cov_9.154111
I61A	240328	NODE_21750_length_241819_cov_9.558666
I61A	175291	NODE_6863_length_176392_cov_9.690774
I61A	26917	NODE_8827_length_26957_cov_9.839931
I61A	70260	NODE_2098_length_70439_cov_8.951476
I61A	17472	NODE_14567_length_17324_cov_7.771877
I61A	54264	NODE_15808_length_54218_cov_8.576488
I61A	38352	NODE_29249_length_38599_cov_8.102049
I61A	67814	NODE_9304_length_68152_cov_9.435966
I61A	229340	NODE_1080_length_230120_cov_9.749222
I61A	202078	NODE_3371_length_203097_cov_9.320409
I61A	39159	NODE_10442_length_39371_cov_9.216632
I61A	287149	NODE_13243_length_288672_cov_9.402190
I61A	171619	NODE_18283_length_172129_cov_9.602478
I61A	113273	NODE_35_length_113661_cov_9.541488
I61A	223483	NODE_3904_length_223933_cov_9.904436
I61A	72987	NODE_26532_length_73044_cov_9.040455
I61A	75352	NODE_12692_length_75358_cov_9.599485
I61A	323052	NODE_16046_length_324901_cov_9.585855
I61A	548059	NODE_15335_length_551714_cov_9.454480
I61A	539802	NODE_3558_length_543958_cov_9.351410
I61A	247597	NODE_29391_length_248765_cov_9.247656
I61A	85413	NODE_14552_length_85559_cov_9.145338
I61A	83331	NODE_6102_length_83857_cov_9.590207
I61A	125314	NODE_11190_length_125951_cov_9.329819
I61A	71457	NODE_15804_length_71697_cov_10.402206
I61A	45126	NODE_11145_length_45237_cov_8.720870
I61A	234967	NODE_15403_length_236440_cov_9.411386
I61A	327224	NODE_23273_length_328743_cov_9.487141
I61A	18957	NODE_9826_length_18964_cov_9.211664
I61A	175641	NODE_17388_length_176294_cov_9.734931
I61A	322505	NODE_23944_length_324542_cov_9.220594
I61A	72554	NODE_16873_length_72799_cov_10.094356
I61A	158048	NODE_16820_length_158993_cov_9.207456
I61A	85805	NODE_23402_length_86340_cov_9.182836
I61A	256281	NODE_29940_length_257314_cov_9.410250
I61A	57981	NODE_10085_length_58570_cov_9.122128
I61A	133678	NODE_7316_length_133981_cov_9.866645
I61A	407106	NODE_17300_length_409182_cov_9.383394
I61A	23656	NODE_9900_length_23625_cov_9.473439
I61A	46074	NODE_3003_length_46235_cov_9.456602
I61A	235822	NODE_22103_length_237062_cov_9.396736
I61A	29094	NODE_45774_length_29057_cov_9.753553
I61A	76918	NODE_11133_length_77457_cov_9.767936
I61A	87109	NODE_9914_length_87387_cov_10.047193
I61A	7806	NODE_295_length_7688_cov_20.170006
I61A	84097	NODE_16895_length_84246_cov_9.357264
I61A	155613	NODE_15562_length_156626_cov_9.493839
I61A	81860	NODE_10580_length_81842_cov_9.308351
I61A	116486	NODE_10291_length_116890_cov_9.479665
I61A	211164	NODE_9012_length_211834_cov_9.308572
I61A	251977	NODE_30383_length_253265_cov_9.682376
I61A	93778	NODE_9703_length_94566_cov_9.317048
I61A	89221	NODE_9148_length_89903_cov_9.133310
I61A	250327	NODE_8834_length_251438_cov_9.657713
I61A	263124	NODE_32903_length_264455_cov_9.581044
I61A	186802	NODE_16275_length_187327_cov_9.732740
I61A	65741	NODE_17711_length_65997_cov_9.478886
I61A	202222	NODE_16393_length_203933_cov_9.381410
I61A	322091	NODE_12812_length_323635_cov_9.417337
I61A	160037	NODE_29890_length_160723_cov_10.121526
I61A	138642	NODE_19169_length_139967_cov_9.286818
I61A	81482	NODE_3746_length_81653_cov_9.740548
I61A	43068	NODE_8400_length_43066_cov_9.523220
I61A	50834	NODE_14212_length_50795_cov_9.374033
I61A	46424	NODE_17471_length_46255_cov_9.344828
I61A	176405	NODE_17741_length_176994_cov_9.596292
I61A	64799	NODE_9459_length_65164_cov_9.550918
I61A	34696	NODE_10539_length_34748_cov_9.015944
I61A	155451	NODE_27568_length_156908_cov_9.252587
I61A	77796	NODE_5271_length_77963_cov_9.513731
I61A	237250	NODE_19023_length_238581_cov_9.336469
I61A	56217	NODE_22629_length_56187_cov_9.343390
I61A	27719	NODE_11087_length_27673_cov_9.869439
I61A	475534	NODE_1167_length_477967_cov_9.542320
I61A	178408	NODE_37394_length_180071_cov_9.426826
I61A	112251	NODE_15148_length_113019_cov_9.329423
I61A	63700	NODE_13556_length_63831_cov_9.522739
I61A	169264	NODE_1953_length_170479_cov_9.569472
I61A	125388	NODE_22324_length_125926_cov_9.442950
I61A	308708	NODE_23888_length_310398_cov_9.432519
I61A	12160	NODE_9336_length_12042_cov_10.012623
I61A	127553	NODE_10924_length_128148_cov_8.619253
I61A	83301	NODE_11077_length_83881_cov_9.263969
I61A	64077	NODE_1894_length_64123_cov_9.517771
I61A	205184	NODE_16519_length_206771_cov_9.513665
I61A	86007	NODE_6452_length_86421_cov_9.056352
I61A	150647	NODE_6074_length_151047_cov_9.579978
I61A	298606	NODE_18609_length_300532_cov_9.387047
I61A	427148	NODE_23821_length_429234_cov_9.455516
I61A	78818	NODE_11242_length_79017_cov_9.160522
I61A	148049	NODE_2085_length_148740_cov_9.520284
I61A	24339	NODE_746_length_24221_cov_9.302423
I61A	141562	NODE_20012_length_142548_cov_9.584554
I61A	31993	NODE_17196_length_32080_cov_9.064900
I61A	127750	NODE_17637_length_128356_cov_9.612289
I61A	56129	NODE_7136_length_56528_cov_9.352533
I61A	99188	NODE_18261_length_99907_cov_9.412874
I61A	56155	NODE_30744_length_56189_cov_9.694691
I61A	86601	NODE_11199_length_87136_cov_9.629028
I61A	350251	NODE_22109_length_351877_cov_9.624883
I61A	7604	NODE_139_length_7486_cov_11.153219
I61A	179316	NODE_22887_length_180269_cov_8.950768
I61A	372609	NODE_10666_length_374400_cov_9.558827
I61A	182816	NODE_6400_length_183744_cov_9.139286
I61A	170066	NODE_9790_length_170501_cov_9.716055
I61A	233180	NODE_15706_length_233835_cov_9.403203
I61A	18283	NODE_8767_length_18158_cov_9.152054
I61A	140026	NODE_23836_length_140521_cov_9.441123
I61A	12421	NODE_8584_length_12347_cov_9.752652
I61A	226093	NODE_14051_length_227735_cov_9.172995
I61A	82983	NODE_9311_length_83460_cov_9.604218
I61A	102313	NODE_9310_length_102890_cov_9.688843
I61A	14108	NODE_10840_length_14153_cov_9.232883
I61A	298614	NODE_16817_length_300552_cov_9.583177
I61A	27601	NODE_16764_length_27664_cov_9.663425
I61A	120548	NODE_3468_length_121002_cov_9.414308
I61A	51010	NODE_16996_length_51061_cov_9.359413
I61A	247807	NODE_10451_length_248619_cov_9.677530
I61A	33471	NODE_9919_length_33543_cov_9.072653
I61A	271765	NODE_23106_length_273795_cov_9.474694
I61A	196722	NODE_2244_length_197891_cov_9.025398
I61A	117690	NODE_45862_length_118087_cov_9.436069
I61A	31950	NODE_26271_length_31971_cov_10.365081
I61A	192860	NODE_18127_length_194316_cov_9.528269
I61A	37329	NODE_620_length_37498_cov_9.578404
I61A	75503	NODE_2850_length_75712_cov_9.876228
I61A	452989	NODE_7698_length_455636_cov_9.255201
I61A	17263	NODE_8634_length_17229_cov_9.843056
I61A	22779	NODE_10309_length_22803_cov_8.402491
I61A	195932	NODE_27344_length_196832_cov_9.140622
I61A	44132	NODE_14194_length_44232_cov_9.227551
I61A	114756	NODE_11238_length_115284_cov_9.585927
I61A	169815	NODE_11083_length_170550_cov_9.507446
